#mpa_v30_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	SRR5665187	SRR5665186	SRR5665185	SRR5665184	SRR5665183	SRR5665182	SRR5665181	SRR5665180	SRR5665179	SRR5665178	SRR5665177	SRR5665176	SRR5665174	SRR5665173	SRR5665172	SRR5665171	SRR5665170	SRR5665169	SRR5665168	SRR5665167	SRR5665164	SRR5665163	SRR5665162	SRR5665161	SRR5665160	SRR5665159	SRR5665158	SRR5665157	SRR5665156	SRR5665155	SRR5665154	SRR5665153	SRR5665152	SRR5665151	SRR5665150	SRR5665149	SRR5665148	SRR5665147	SRR5665146	SRR5665145	SRR5665144	SRR5665133	SRR5665132	SRR5665131	SRR5665130	SRR5665129	SRR5665128	SRR5665127	SRR5665126	SRR5665125	SRR5665124	SRR5665122	SRR5665113	SRR5665112	SRR5665111	SRR5665110	SRR5665109	SRR5665108	SRR5665107	SRR5665106	SRR5665105	SRR5665104	SRR5665103	SRR5665092	SRR5665083	SRR5665082	SRR5665071	SRR5665070	SRR5665069	SRR5665068	SRR5665067	SRR5665066	SRR5665065	SRR5665064	SRR5665063	SRR5665062	SRR5665061	SRR5665060	SRR5665059	SRR5665058	SRR5665057	SRR5665056	SRR5665055	SRR5665054	SRR5665053	SRR5665052	SRR5665051	SRR5665050	SRR5665049	SRR5665048	SRR5665047	SRR5665046	SRR5665045	SRR5665044	SRR5665043	SRR5665042	SRR5665041	SRR5665040	SRR5665039	SRR5665038	SRR5665037	SRR5665035	SRR5665034	SRR5665033	SRR5665032	SRR5665031	SRR5665030	SRR5665029	SRR5665028	SRR5665027	SRR5665026	SRR5665025	SRR5665024
g__Leuconostoc	1243.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Megamonas	158846.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76813	0	0	0	0	0	0	0	0	0	0	0
g__Megasphaera	906.0	0	0	0	0	0	0	0	0	0	0.22329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Methanobrevibacter	2172.0	0	3.34265	0	0	0	0	4.19618	0.04447	0	0	0	0	0	0	0	0	0	0	0	0	0.3626	0	0	3.91978	0	0	0	0	1.8364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45066	3.77213	0	0.11311	0	8.84357	0	2.19635	0	0	0	0	0	0	5.0306	0	0	0	0	0	0	0	0	2.8175	0	0	0	0	0.17474	0	1.09575	0	0	0
g__Monoglobus	2039302.0	4.24391	0.22666	0	0.17535	0	0	0.74855	0.5611	0.25111	0.98781	0	0	0	0	0	0	0	0	0	0	0	1.19541	0	0.57425	0	0	0	1.50747	0	0	0	0	0	0	0	0	0	0	0	0	0.12432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0053	0	0	0.29085	0.30392	0	0	0	0.67608	0	0	1.21748	0.26298	0	0.2062	1.10422	0	0	0	0	7.81597	0	0	0	0	0	0	0	0.11286	0	0	0.33825	0	0	0
g__Odoribacter	283168.0	0	0	0.03911	0	0	0	0.05232	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35956	0	1.15046	0	0	0	0	0	0	0	0	0	0	0	2.51415	0	0	1.67587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09164	0	0.10937	0	0.02638	0.4394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Oscillibacter	459786.0	0.24261	0.42265	0	0.00836	0	0	0.10019	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1399	0	0.10225	0	0	0	0	0	0.16966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.83547	0	0.03635	1.30526	0.15878	0.46386	0	0	0	0	0	0	0	0.26983	0	0.32717	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00848	0	5.53578	0
g__Oxalobacter	846.0	1.2129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07449	0
g__Parabacteroides	375288.0	0.0953	0.12999	1.23242	0.31376	0	0	0.07935	0	0.72496	0	4.27358	0	2.8038	0	0	0	0	0	0	0	0.04002	0.25776	5.2763	0	0	0	0.19103	0	0.24558	0	0	59.44736	0	0	2.60968	0	0	16.08705	44.39698	0	0	0	0	1.7185	0	47.16045	0.35667	0	52.47067	0.4094	0	0	0	0	0	1.65562	0	0	0	0	0	0	0	0	0	2.40382	0	0	0	0	100.0	60.61229	9.2349	69.65817	0.63063	1.69419	0	0	0	0.15465	0.53749	0	0.08365	0.68668	0.01884	0.02184	0.16787	0.70755	0	0	0	0.03045	0	0	0	0.008	0.0366	48.0046	0	0	10.58495	0	0	0	0.27093	0.08098	0.04119	0	0	0.01014	1.99559	1.75428	0
g__Paraprevotella	577309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28976	0	0	0	0	0	0	0	0	0	0	0	0	0	3.80043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07864	0	0	0	0	0.63501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Parasutterella	577310.0	0.00146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17317	0	0	0	0.22847	0.06653	0
g__Parvimonas	543311.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Peptococcus	2740.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Peptostreptococcus	1257.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07405	0	0	0	0	0	0.00525	0	0.05709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Phascolarctobacterium	33024.0	0	0	0.08506	0.20982	0	0	0.07477	0	0	0	0	0	0	0	16.56369	0	0	0	0	0	0	0	0	0	0	0	0	0.72717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37615	0	0	0	0	0	0	0	0	0	0	0	1.37681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05213	0	0	0	0.27541	0	0	0	0	0.70605	0.07317	0.00908	0	0	0	0	0	0	0	0.05451	0	0	2.77759	0	0	0	0	0	0	0	0.46563	0	0	0.02876	0	2.60437	0
g__Porphyromonas	836.0	0	0.06612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.54418	0	0	0	0	0	47.52933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29084	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59323	2.45759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00212	0	0	0	0	0	0	0	0	0	0
g__Prevotella	838.0	0	0.22323	0	0	0	0	0	0.00842	0	0	0	54.37859	0	0	0	0	0	0	0	0	0	0	36.21745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.86005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1278	0	0	0.09622	0.02287	0.20067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57635	0
g__Propionibacterium	1743.0	0	0	0.03174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17468	0	0	0	0	0	0	0	0	0	0	0
g__Proteobacteria_unclassified		0.30228	0	0	0.00286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2455	0	0	0	0.10901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Pseudoflavonifractor	1017280.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Pseudomonas	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21454	0	0	0	0	0	8.0942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Rhodopseudomonas	1073.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.50764	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Romboutsia	1501226.0	0.01077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.09363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0328	0	0	0	0	0	0	0	0	0.09865	0	0	0	0	0	0.02644	0	0	0	0	0	0	0	0
g__Roseburia	841.0	4.0519	7.63205	3.42308	1.11818	0.01906	0.06982	0.70454	0.20046	1.95823	4.66098	6.49322	2.55973	0	0	0	0	24.26586	0	0	0	2.04823	1.43456	3.95482	0.47347	0	1.48275	1.15753	5.07153	0.11343	0	0	0	0	2.44842	0	0	0	0	0	0	7.87321	0	0	4.35208	0	0	0	0	0	15.61546	0	5.62894	0	0	0	40.62213	0	0	0	12.09882	0	0	0.02647	0	0	0	0	0	3.95979	0	0	0	20.2905	0.83133	0	0	0.37351	0	0	6.73326	1.41847	1.28434	0.73081	8.45628	2.97744	9.27773	0.82181	0	0.61321	0.87612	3.85932	3.70151	0.03683	0.75092	5.13846	3.94981	0.15442	0	13.52617	0.3263	0	0.5533	1.42481	0.39167	0	0.00737	2.70086	0.18014	15.92783	5.17128	3.82123	5.37507	0
g__Rothia	32207.0	0	0	0	0	0	0.0915	0	0.1524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00216	0	0	0	0	0	0	0	0	0	0	0.21606	0	0	0	0	0	0	0	0	0	0	0.07722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09478	0	0	0	0	0	0.07539	0	0.00594	0	0	0	0	0	0	0	0	0	0	0	0.48119	0	0.09816	0	0	0.00848	0.05175	0	0	0	0
g__Ruminococcaceae_unclassified		0.60575	0.26953	0	47.87242	0	0	0.10326	0.20447	0	0	0	0	0	69.76051	0	0	0	0	0	0	0.02471	1.17106	0.03698	0	0	0	0	0	0	0	7.98242	0	0	0	0	0	0	0	37.3649	0	0.22832	0	44.46071	0	0	0	0	0	0	0	0	0.09407	0	0	0	3.47073	51.01819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54085	0	0.10041	0.08907	1.41538	0.03757	0.01951	0	0	0	0.86179	0.19246	0	0	0	1.77148	0	0	0	0	0	0	0.112	0.03199	0	0	0.05906	0	0	1.45265	0	0.05122	0
g__Ruminococcus	1263.0	13.24461	0	15.19121	13.60211	7.32953	0.14421	16.87106	0.79491	0	0	0	0	3.54225	15.96813	0	0	0	0	6.89996	0	0	0.02107	4.09045	17.01675	0	0.87265	0	1.621	2.8242	0	0	0	0	0	0	0	0	32.87742	0	0	16.04367	0	0	30.14648	0	0	5.11247	0	0	0	0	14.69143	0	0	0	6.40982	0	0	5.273	0	0	0	0	0	5.77171	0	0	0	0	0	0	0	3.45598	0.29468	35.07036	8.02395	0	0	1.91235	5.64247	5.49398	0.29703	5.93013	1.40323	4.31352	0	0.538	14.97082	0	1.13489	3.16905	5.83944	0.23371	5.07543	18.49906	5.92579	0.15858	0	0	0	0	2.02164	0.70684	0	0	0	0.05009	0	7.46952	15.87543	4.64127	21.04496	0
g__Ruthenibacterium	1905344.0	0.47589	0.93037	0.38706	0.10949	0.00855	0.08596	0.66812	0.16781	0.34021	0.13621	0	0.05246	0	0	0	0	0	0	0	0	0.30005	1.10794	0.33733	0.46457	0	0.05842	3.35875	0.97841	0.90936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.92123	0	0.01103	0.03238	1.10827	0	0.16457	0.54094	0.26408	1.13645	0.504	3.10478	0.6683	0.17181	0.52167	0.62947	0	0.51763	0.28614	0.18614	0	0	0	0	0	0	0	0.65341	0	0.41807	0.56274	0	0	0.21843	0.22045	0.11999	0
g__Sellimonas	1769710.0	0	0	0	0	0	0.32631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32786	0.38241	0	0.04162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29715	0	0	0	0	0	0.0094	0	0	0	0.15283	0	0	0.07377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Slackia	84108.0	0	4.4669	2.44099	0	0.02303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07681	0	0	0.00204	0	0.61719	0.65706	4.37877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08488	0	0	0	0	0
g__Solobacterium	123375.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12885	0	0	0	0	0	0.19898	0	0.04932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Stenotrophomonas	40323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.20956	3.08124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68438	0	0	0	0	0	0	0	0	0	0	4.5237	0	0	0	0	0	0.17207	0	9.09761	0	0	0	2.33065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Streptococcus	1301.0	0.55766	1.45531	0.44926	0.94005	0.55859	14.06867	0.14436	1.30496	1.171	0.77807	0	0	0	0	0	0	0	0	15.01692	0	3.15157	0.43638	0.31273	0.01812	13.87362	0.04885	0.62106	0.55104	2.98449	0.39768	0	0	0	0	24.07185	0	0	0	0	0	4.23366	0	0	0	0	0	0	0	0	0	0	5.27029	0	0	0	0	0	0	0	0.13068	0	0	4.75577	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82323	0	0.07223	0	0.33418	0.59824	0.29366	0.09895	0	0	0.03994	0.44367	2.77083	0.2924	3.32383	5.76382	0.19877	4.75309	1.228	0.01854	3.81948	0	0	0	0	0.2748	17.09961	0.03534	8.15639	0.81117	0.04083	9.25954	3.91736	0.05976	0	0	0
g__Tepidiphilus	203470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38525	0	0	0.47889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Thermus	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Trueperella	1069494.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Turicibacter	191303.0	0.06878	0	0.1081	0	0	0	0	0	0	0	37.81111	0	4.2886	0	0	0	24.46348	0	0	0	0.33733	0	0	0	0	0.34253	0	0	0	0	0	0	0	0	5.60252	0	36.67971	0	0	0	0	0	0	0	0	0	0	0	0	31.29336	0	0.10228	0	98.51672	0	0	0	0	0	6.33683	0	0	0	15.63001	0	0	0	0	0	0	0	0	0	0	0	0.28478	0	0	0	0.04509	0	0	0	0.01603	0	0	0.01131	0	0	0.34782	0.10926	0.12381	0	0	0	0	0	0	60.56731	0	0	0	0	0	9.4317	0	0	0	0	0	0	0	0
g__Turicimonas	1918598.0	0.00449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04195	0	0	0	0	0.10643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Tyzzerella	1506577.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Veillonella	29465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.24735	0	0	0	0	0	0	0	0	0	0	0	0	0.07164	0	0	0	0	0.54733	0	0	0
g__Weissella	46255.0	0	0	0.18508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
