"ERR3928931" "ERR3928933" "ERR3928934" "ERR3928935" "ERR3928936" "ERR3928937" "ERR3928938" "ERR3928939" "ERR3928940" "ERR3928941" "ERR3928942" "ERR3928943" "ERR3928944" "ERR3928945" "ERR3928946" "ERR3928947" "ERR3928948" "ERR3928949" "ERR3928950" "ERR3928951" "ERR3928952" "ERR3928953" "ERR3928954" "ERR3928955" "ERR3928956" "ERR3928957" "ERR3928958" "ERR3928959" "ERR3928960" "ERR3928961" "ERR3928962" "ERR3928963" "ERR3928964" "ERR3928965" "ERR3928966" "ERR3928967" "ERR3928968" "ERR3928969" "ERR3928970" "ERR3928971" "ERR3928972" "ERR3928973" "ERR3928974" "ERR3928975" "ERR3928976" "ERR3928977" "ERR3928978" "ERR3928979" "ERR3928980" "ERR3928981" "ERR3928982" "ERR3929033" "ERR3929034" "ERR3929035" "ERR3929036" "ERR3929037" "ERR3929038" "ERR3929039" "ERR3929040" "ERR3929041" "ERR3929042" "ERR3929043" "ERR3929044" "ERR3929045" "ERR3929046" "ERR3929047" "ERR3929048" "ERR3929049" "ERR3929050" "ERR3929051" "ERR3929052" "ERR3929053" "ERR3929054" "ERR3929055" "ERR3929056" "ERR3929057" "ERR3929058" "ERR3929059" "ERR3929060" "ERR3929061" "ERR3929062" "ERR3929063" "ERR3929064" "ERR3929065" "ERR3929066" "ERR3929067" "ERR3929068" "ERR3929069" "ERR3929070" "ERR3929071" "ERR3929072" "ERR3929073" "ERR3929074" "ERR3929075" "ERR3929076" "ERR3929077" "ERR3929078" "ERR3929079" "ERR3929080" "ERR3929081" "ERR3929082" "ERR3929083" "ERR3929084" "ERR3929085" "ERR3928932"
"Asteroleplasma" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2584 2424 0 0 2 105 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 130 55 163 0 0 0 0 24 19 13 0 0 109 0 0 451 0 76 64 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Anaeroplasma" 0 0 0 9 0 5 0 0 0 0 4 6 5 5 1033 1393 0 2 0 0 0 0 0 6 0 0 0 0 0 0 0 2 4 0 0 0 0 0 5 3 15 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 4 3 3 3 0 0 0 4 0 3 0 0 3 0 0 0 0 0 4 0 0 0 2 6 3 3 0 0 16 28 0 0 0 0 0 0 0 0 0 0 0 0 5 0 3 4 0 3 0
"Mycoplasma" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Weissella" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 103 0 0 0 0 0 0 0 117 0 0 0 0 0 0 0 0 0 0 0 11 0 0 5 0 0 140 33 0 14 0 31 41 0 10 241 0 0 36 20 52 20 0 5 27 7 0 14 5 0 0 50 0 5 0 10 36 0 0 0 0 0 0 78 620 0 4 0 6 9 13 8 0 14 17 4 0 0 0 0
"Leuconostoc" 0 0 0 0 0 0 0 0 0 0 10 4 0 0 0 0 0 9 0 0 0 0 4 0 0 159 0 0 0 12 0 17 0 0 0 0 0 0 0 7 0 0 5 0 0 0 0 0 0 0 0 8 5 0 0 0 0 0 0 0 0 5 11 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0
"Alloiococcus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Geobacillus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 12 0 0 0 0 8 0 0 0 74 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Parageobacillus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 137 0 0 7 0 0 0 8 0 0 0 0 0 0 0 0 0 0 35 31 0 0 19 0 0 0 0 0 38 11 30 0 17 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 0 0 0 0 0 0 0 0
"Turicibacter" 0 0 11 63 87 14 0 0 18 15 0 321 19 10 8 0 0 23 9 0 13 0 11 11 18 14 58 0 273 5 11 22 8 16 13 0 20 17 20 0 47 91 0 13 0 25 29 67 35 19 15 0 326 8 0 127 15 61 0 20 0 16 9 1311 8 10 7 101 19 10 44 29 24 12 0 0 16 8 0 0 0 0 18 14 289 110 360 285 309 0 14 23 0 0 0 16 1118 0 12 0 34 23 11 86 15
"Macrococcus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 164 0 0 0 0 0 0 0 0
"Staphylococcus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 7 0 5 0 0 0 0 9 0 7 0 0 0 0 0 0 0 0 12 24 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 7 0 13 0 0 0 0 0 0 0 0
"Mammaliicoccus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0
"Granulicatella" 10 10 0 40 60 0 0 0 0 0 0 20 0 12 0 0 0 0 0 0 28 0 0 0 26 89 0 15 0 83 23 0 0 0 17 18 67 12 162 0 0 0 23 0 0 0 0 12 27 22 0 0 8 0 34 24 217 261 0 0 46 0 7 0 0 0 27 0 0 0 0 0 0 0 0 0 18 0 0 0 0 263 20 28 0 0 0 0 21 18 0 0 0 32 6 0 26 0 0 20 0 13 13 0 27
"Enterococcus" 14 15 19 34 41 39 29 102 23 20 26 0 34 31 0 20 24 18 30 0 75 21 28 66 0 942 13 25 69 0 0 61 492 28 379 532 28 0 23 0 19 14 0 31 28 29 0 0 18 0 0 30 9 24 55 0 26 38 18 35 36 0 12 56 98 17 151 22 21 19 29 0 0 31 20 0 31 17 13 31 18 64 0 0 26 34 34 0 23 283 12 20 20 0 0 12 120 0 185 240 231 92 21 19 0
"Vagococcus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ligilactobacillus" 1008 14 7 0 0 0 0 432 2187 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 1262 0 1721 0 0 0 0 0 0 0 0 0 0 0 0 0 30 0 0 0 0 290 0 0 0 0 4890 265 277 0 55 0 0 412 1067 0 1358 1595 1537 255 2277 649 62 184 1057 859 158 288 653 400 535 0 412 270 13 50 211 0 0 0 0 0 0 1854 0 0 23 0 2380 0 0 96 0 0 0 72 36 0 0 1316
"Latilactobacillus" 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 10 15 0 0 124 21 0 63 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 119 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lactiplantibacillus" 0 0 0 0 0 0 0 0 0 0 0 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lacticaseibacillus" 184 0 0 0 0 24 0 92 0 0 0 0 0 0 0 0 0 0 0 0 39 17 21 0 0 0 187 0 0 0 0 0 8 17 0 0 0 0 0 0 0 0 0 223 127 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 188
"Levilactobacillus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Lactobacillus" 24 1211 918 8 18 5 0 80 19 0 0 0 0 0 0 0 0 0 0 0 16 0 5 7 0 0 0 0 0 0 0 0 9 0 0 0 19 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 55 0 391 0 5 10 0 4 18 0 0 32 0 0 0 0 0 0 95 34 6 83 13 0 371 0 4 0 0 24 0 0 33 70 0 0 17 0 0 3 0 753 0 0 0 0 0 0 9 0 0 0 19
"Pediococcus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 130 0 0 0 0 0 51 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Limosilactobacillus" 268 623 502 0 0 0 0 385 19 0 0 50 0 0 0 0 0 0 0 0 0 0 8 0 0 9 48 0 0 0 0 0 100 0 0 6 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 17 10 0 26 0 0 0 0 0 33 0 0 0 0 0 68 0 0 0 0 0 0 29 11 0 3718 21 0 0 0 79 0 0 40 13 0 4 244 0 0 0 0 1304 0 0 32 0 0 0 11 0 0 0 315
"Lactococcus" 0 0 0 0 0 28 7 0 0 16 31 66 0 0 0 0 0 0 5 0 28 14 0 0 0 116 0 0 0 10 0 14 0 180 0 0 0 0 0 10 0 18 14 289 232 0 9 9 0 0 0 239 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 8 0 0 0 0 394 0 0 15 0 7 7 95 0 11 20 8 0 0 0 0
"Streptococcus" 2270 736 701 238 374 411 156 250 396 267 208 401 134 126 69 72 843 889 134 0 7299 1359 212 13983 2070 21065 1998 368 1641 177 212 77 1610 786 176 434 1024 997 3467 408 40 35 2124 1335 1013 93 74 2138 953 1046 39 48 52 257 102 128 13879 13697 19 39 275 69 167 34 93 1378 158 31 45 147 513 133 95 33 42 720 4147 64 95 186 92 318 56 133 109 83 601 415 683 709 295 916 40 2277 231 100 721 64 890 1090 358 221 241 92 3976
"BSV13" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sandaracinomonas" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Pedobacter" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sphingobacterium" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0
"Fibrisoma" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Sediminibacterium" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22 0 5 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Nemorincola" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Terrimonas" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Fluviicola" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Flavobacterium" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 2 0 0 0 3 0 0 41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 17 0 0 0 0 4 0 0 0 33 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cloacibacterium" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Bergeyella" 0 0 0 8 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Rikenellaceae_RC9_gut_group" 6 11 7 9 8 0 16 10 0 10 0 6 13 4 10 7 7 4 0 1797 10 7 7 6 21 492 4 7 0 0 0 7 3 0 0 11 12 7 14 0 0 763 5 6 9 5 6 5 16 19 8 7 10 176 0 8 0 13 0 7 0 0 6 18 0 21 0 34 268 0 5 10 6 0 12 0 11 4762 0 8 12 4212 106 139 2201 2138 936 623 6 12 0 0 22 9 5 4 0 0 0 14 4 0 59 258 0
"Rikenella" 0 0 0 0 9 0 0 0 6 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Alistipes" 6027 3776 2452 4559 4448 18488 2951 1418 367 1799 7834 3643 5226 3290 4764 3903 321 393 2160 13 1717 765 3409 113 6348 228 35 2386 2782 928 6948 2828 4668 9188 4355 3347 6264 3843 218 239 1708 71 399 3911 9493 2047 1352 176 127 105 1080 562 170 48 910 51 108 59 805 962 481 496 570 989 38 32 20 72 54 124 218 191 1281 129 173 62 555 5737 101 1661 503 906 381 488 359 391 172 114 551 1039 73 93 154 96 788 881 64 14 333 256 1523 2077 130 184 5015
"Phocaeicola" 0 0 0 10 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Bacteroides" 45306 21939 15398 23594 22765 58483 30572 30429 10328 45112 15790 18103 29056 18672 6243 4504 6006 2649 35395 2098 25755 22602 27828 59164 45526 7327 1441 24209 9724 8584 15235 28068 5126 37399 27972 23386 19133 13585 48069 6408 2204 2548 3275 4271 7856 28415 28460 11483 58946 53595 9191 1657 21619 552 35117 590 4981 5152 2806 4402 4780 2760 4037 13776 579 506 403 1075 459 27347 1857 1250 3295 6959 5764 792 2778 18003 1868 7723 8136 16021 7731 13846 19355 17399 912 580 2830 1557 7399 38358 2343 590 6876 6274 10117 4039 45014 27616 7860 8105 1727 1984 33344
"Prevotellaceae_UCG-001" 0 106 34 0 0 0 1547 0 47 0 0 0 0 0 11024 7282 273 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1220 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0
"Massiliprevotella" 11 7 5 0 12 9 5 11 0 15 14 978 32 0 1149 896 28 7 0 43 12 13 13 8 11 1227 0 9 0 5 0 0 7 13 15 16 18 9 1037 100 89 521 10 0 9 10 8 550 10 9 20 2384 0 172 10 335 16 26 15 28 116 16380 18685 0 11 8 39 22 56 10 25 35 25 16 30 17 12 8 17 10 9 21 6464 13140 477 335 42 17 193 0 12 9 27 27 22 16 17 0 6 12 10 8 31 16 9
"Prevotellaceae_NK3B31_group" 0 0 0 807 682 0 0 0 0 0 0 0 0 7 0 0 570 303 6 3202 0 5 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 5 0 63 0 0 0 0 0 0 21 4 6 0 111 0 6 0 7 0 0 6 0 0 0 0 1386 0 0 0 0 0 0 0 0 0 6 0 0 0 4 0 0 0 0 0 0 0 0 4 0 0 0 9 0
"Leyella" 0 0 7 0 0 13 0 13 1207 0 0 0 52 11 0 0 6772 407 0 836 0 0 0 0 0 148 439 0 0 0 0 0 0 0 0 16 14 0 30174 0 11 725 0 0 0 0 0 0 0 9 0 2090 1434 493 0 752 8 0 0 0 146 8531 7578 0 535 210 2755 0 1220 0 0 22 0 8453 17154 3851 7587 402 4611 1461 4347 8613 4174 9991 6737 7043 3839 1951 1378 1570 5415 0 249 3318 10174 4690 13 0 10 0 45 114 4918 6071 0
"Hoylesella" 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 228 3 37 0 1406 0 0 63 0 0 6 4 0 0 1301 0 0 0 0 5 10 6 0 0 0 0 5 0 0 0 16 0 0 0 0 0 284 11 9 0 0 0 8 0 0 0 0 0 8 0 6 12 0 236 0 0 0 0 21 18 0 0 0 0 0 6 0 0 0 0 0 0 9 0 0 0 3 0 0 0 0
"Prevotella" 0 12 0 19 8 0 99 0 83 7 0 0 7 11 13 13 0 0 6 4 6 0 4 10 522 25 7 0 132 1752 57 0 0 3 5 3 0 0 100 13 0 5 0 38 33 0 6 2 0 0 9 21 0 0 0 7 7 6 8 0 315 28 25 233 0 4 0 0 7 0 25 16 393 39 10 29 10 509 17 24 4 11 426 1057 10 31 1391 582 82 0 0 2 0 10 11 0 16 0 3 0 18 17 6 19 17
"Segatella" 165 277 239 198 173 141 187 181 466 149 888 142 31257 33177 227 191 50267 3626 9368 12360 145 10773 192 193 261 902 7325 104 343 90 77 112 2070 199 168 220 16611 5695 282 5836 11423 35567 15249 106 156 8564 122 10043 198 193 67951 50546 146 54036 205 60184 47512 42931 51716 64193 1804 45723 64383 44474 41773 18874 47418 31017 76566 102 76144 108549 60405 43585 73739 62315 14253 2351 44026 7600 27665 219 188 224 746 1130 60527 48857 9973 21908 47947 168 68326 63542 35945 30275 200 14 144 176 2599 9212 59578 64286 168
"Prevotellaceae_UCG-003" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 392 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 524 0 0 0 0 78 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Paraprevotella" 503 0 0 270 346 10 880 0 0 7 789 2401 21 10 5129 3576 782 92 0 191 631 490 4951 11 1620 188 0 0 6 0 364 0 375 15 0 0 0 6 0 392 0 200 3 7 0 6 0 304 0 0 10 0 896 0 80 0 9 0 0 0 0 805 1584 82 0 98 4 26 0 7 84 96 10 0 8 0 55 0 8 303 1805 14 0 11 0 10 23 18 7 62 375 0 173 8 117 113 0 0 0 10 7 0 147 252 409
"Alloprevotella" 0 0 4 676 547 0 3 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 4 5 0 4 0 0 12 0 0 0 0 0 0 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 2 0 3 0 0 292 10 3 0 0 0 5 4 0 5 0 0 0 2 0 0 3 0 0 0 0 0 0 6 0 3 0 0
"Prevotellaceae_UCG-004" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1097 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Macellibacteroides" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Parabacteroides" 1008 2903 2122 1345 1304 7282 1686 2291 899 957 3007 1753 3208 1960 2562 1661 1328 944 2867 473 1367 466 4486 83 1511 598 484 479 1064 324 1725 4293 1999 1829 2131 2391 2038 1519 620 282 959 327 1835 466 842 628 1556 622 7848 4571 1397 107 766 86 609 42 45 47 193 380 1431 1102 1222 592 173 159 27 104 41 124 152 119 133 552 459 33 4166 3286 2015 1637 727 2928 379 455 1414 1844 320 186 1051 2153 234 2123 557 101 690 525 103 355 1612 859 2606 2723 369 528 846
"Porphyromonas" 25 26 23 733 815 28 30 25 180 13 32 15 30 19 42 22 23 20 11 6 25 21 38 26 108 19 22 12 17 285 230 49 19 39 16 18 291 128 8245 15 13 17 10 15 24 23 19 8 19 35 21 17 78 9 6 7 17 17 17 22 13 7 9 1110 11 3 13 17 17 16 23 16 13 28 31 17 30 1365 17 117 14 1980 12449 13449 364 326 23 12 160 9 15 21 17 31 15 18 27 0 27 18 19 17 14 19 35
"CAG-873" 6 0 0 5 7 5 5 3 0 0 0 7 7 0 0 0 0 0 5 46 8 0 0 9 4 0 0 0 0 4 6 4 0 6 4 7 8 6 5 0 0 4 0 0 9 5 0 0 0 0 0 0 0 0 0 0 0 6 4 0 0 0 0 3 0 0 0 2 0 0 0 4 0 0 10 0 4 0 5 0 0 4 6 7 0 9 6 0 0 0 4 7 4 2 4 0 0 0 5 4 4 0 0 0 5
"Gabonibacter" 0 0 0 0 0 0 0 0 0 24 0 19 0 0 0 0 5 0 0 12 0 0 0 0 0 0 0 0 0 0 100 0 0 74 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 17 30 0 0 50 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
