"ERR9830889" "ERR9830890" "ERR9830891" "ERR9830892" "ERR9830893" "ERR9830894" "ERR9830895" "ERR9830896" "ERR9830897" "ERR9830898" "ERR9830899" "ERR9830900" "ERR9830901" "ERR9830902" "ERR9830903" "ERR9830904" "ERR9830905" "ERR9830906" "ERR9830907" "ERR9830908" "ERR9830909" "ERR9830910" "ERR9830911" "ERR9830912" "ERR9830913" "ERR9830914" "ERR9830915" "ERR9830916" "ERR9830917" "ERR9830918" "ERR9830919" "ERR9830920" "ERR9830921" "ERR9830922" "ERR9830923" "ERR9830924" "ERR9830925" "ERR9830926" "ERR9830927" "ERR9830928" "ERR9830929" "ERR9830930" "ERR9830931" "ERR9830932" "ERR9830933" "ERR9830934" "ERR9830935" "ERR9830936" "ERR9830937" "ERR9830938" "ERR9830939" "ERR9830940" "ERR9830941" "ERR9830942" "ERR9830943" "ERR9830944" "ERR9830945" "ERR9830946" "ERR9830947" "ERR9830948" "ERR9830949" "ERR9830950" "ERR9830951" "ERR9830952" "ERR9830953" "ERR9830954" "ERR9830955" "ERR9830956" "ERR9830957" "ERR9830958" "ERR9830959" "ERR9830960" "ERR9830961" "ERR9830962" "ERR9830963" "ERR9830964" "ERR9830965" "ERR9830966" "ERR9830967" "ERR9830968" "ERR9830969" "ERR9830970" "ERR9830971" "ERR9830972" "ERR9830973" "ERR9830974" "ERR9830975" "ERR9830976" "ERR9830977"
"Zag_111" 0 0 0 61 0 7 0 8 2394 0 0 0 471 0 0 8 0 2 0 560 0 449 33 23 0 0 3 11 0 140 52 0 0 145 0 0 130 1657 149 0 4 0 7 0 0 25 0 0 30 6 0 1052 0 0 134 1408 685 18 239 0 0 6 247 13 2892 4824 27 0 870 8 0 7516 117 0 0 0 0 6 0 165 830 0 0 0 0 3814 828 0 0
"CAG-196" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 40 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Acidiferrimicrobium" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0
"Iamia" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Desertimonas" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0
"Streptomyces" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0
"Marmoricola" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26 0 0 0 0 0 0 0 0 0 0
"Nocardioides" 0 0 0 0 0 2 0 3 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 61 0 0 0 0 0 0 134 0 0 0
"Cumulibacter" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0
"Blastococcus" 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Actinomycetospora" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Pseudonocardia" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 34 0 0 0
"Rhodococcus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Corynebacterium" 12 2 9 0 0 0 7 15 0 0 0 0 0 15 11 0 3 0 0 0 2 0 0 0 6 0 14 0 0 0 0 0 0 0 4 0 0 36 3 0 21 0 3 0 0 0 6 0 0 25 5 10 7 0 0 55 5 0 0 0 0 91 0 5 0 9 67 14 0 0 0 0 0 4 81 0 0 8 43 0 16 0 0 0 3 6 8 0 0
"Mycobacterium" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0
"Dietzia" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0
"Lawsonella" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 10 0 10 16 0 0 11 0 0 0 0 0 5 0 0 3 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Gordonia" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"Nakamurella" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Arthrobacter" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Glutamicibacter" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Micrococcus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 14 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 38 0 0 0 0 0 0 4 0 0 0
"Serinicoccus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0
"Kytococcus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Brachybacterium" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Knoellia" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30 0 0 0 0 0 0 0 0 0 0
"Rothia" 0 0 8 0 0 11 10 12 0 0 0 39 0 5 0 0 0 0 0 0 0 6 6 0 0 5 0 0 0 0 0 0 0 9 5 5 0 0 0 0 0 5 0 0 0 0 0 11 20 107 5 0 64 0 0 8 18 0 0 0 7 2 0 21 0 0 0 10 26 0 0 0 28 0 10 9 0 22 54 0 4 0 0 0 4 0 16 0 5
"Kocuria" 9 0 0 0 0 0 0 18 40 0 11 20 8 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 17 0 16 0
"Georgenia" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 53 0 0 0 0 0 0 7 0 0 0
"Brevibacterium" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0
"Leucobacter" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tropheryma" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0
"Agromyces" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0
"Pseudoclavibacter" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Actinotalea" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0
"Pseudokineococcus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0
"Schaalia" 0 0 0 0 22 72 0 133 0 14 42 86 0 10 71 0 0 68 0 0 0 22 0 0 26 0 43 0 25 0 29 10 5 0 0 76 6 78 72 0 20 0 10 0 0 12 0 39 0 0 84 0 201 58 0 302 67 179 0 0 0 54 0 47 0 0 63 11 114 135 28 7 59 0 18 14 0 0 167 47 0 0 11 0 58 0 0 0 46
"Parascardovia" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 0 0 0 0 0 0 0 0 0 0
"Scardovia" 0 0 7 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 10 19 0 0 0 0 0 21 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 52 0 7 0 0 0 0 0 0 0 0
"Alloscardovia" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Bifidobacterium" 24158 9906 7548 7411 105 11881 1048 24637 2058 20095 11414 16786 35415 10516 2312 2674 17849 12153 727 8925 11685 8276 27564 34305 8914 43232 18168 6297 27326 1495 3362 9404 17757 34491 6270 10821 18454 4954 2050 6814 17855 8590 4326 1277 4191 21315 10348 13537 38181 25890 9539 1011 24315 421 458 11695 4385 3216 8593 15069 7665 3215 9330 10154 6781 7287 26477 17461 5685 4221 24835 2483 6681 12575 1547 223 10318 1854 6053 13018 4844 3978 24312 1116 39764 3178 3119 15579 33063
"Actinomyces" 4 0 72 6 0 8 11 17 74 3 0 18 0 0 8 0 0 0 0 0 0 0 0 0 0 14 0 0 0 19 0 0 0 0 0 12 0 13 0 0 0 2 11 0 0 0 21 22 0 8 27 0 32 22 0 73 0 7 11 0 8 33 0 0 0 30 16 0 16 4 0 0 21 13 27 0 0 8 170 0 8 15 0 0 8 43 0 0 28
"Varibaculum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Mobiluncus" 0 0 0 0 0 0 0 0 13 0 0 3 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Actinomadura" 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"F0332" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 6 0 10 0 0 0 0 0 8 0 0 0 0 2 0 2 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 33 8 4 6 0 0 0 0 0 0 0
"Patulibacter" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Solirubrobacter" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
"Paraconexibacter" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Rubrobacter" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 36 0 0 0
"Denitrobacterium" 0 4 0 0 0 0 0 0 0 0 0 10 0 0 0 0 326 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 52 0 0 0 0 0 6 0 0 0 0 0 0 0 0 52 0 0 67 0 12 0
"Raoultibacter" 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 112 0 0 0 0 0 0 15 0 0 0 0 0 9 0 0 0 12 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 12 8 0 20
"Eggerthella" 26 0 0 0 9 0 0 0 0 4 0 35 0 22 0 0 8 9 0 0 0 8 0 7 0 44 15 13 31 25 0 0 0 2 0 25 0 0 0 0 0 0 0 0 0 0 0 52 0 0 0 0 2323 0 0 0 8 4 0 48 0 0 0 0 0 16 0 0 0 0 70 0 0 0 0 0 0 0 10 0 0 0 0 0 70 0 0 0 36
"Paraeggerthella" 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Berryella" 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Senegalimassilia" 0 291 705 167 102 0 722 1185 392 179 612 393 438 0 720 4 0 0 52 156 96 0 66 318 422 0 0 130 0 92 447 198 134 48 30 289 122 258 654 57 904 57 109 17 72 95 516 0 894 1864 186 102 0 332 36 961 421 47 186 778 220 162 1141 3514 207 842 782 231 1129 239 0 123 4392 729 876 0 336 344 1325 97 687 871 178 42 0 1349 1816 120 310
"Adlercreutzia" 0 52 306 44 152 115 243 326 0 0 0 308 77 0 46 0 46 68 0 17 0 0 0 16 0 190 0 61 0 13 65 21 46 0 0 0 5 0 21 0 307 24 0 0 12 22 53 161 77 109 28 13 0 0 0 87 64 25 104 84 0 7 80 194 0 78 0 11 20 33 0 21 305 0 0 15 0 11 496 70 65 80 0 0 0 0 161 0 0
"Slackia" 0 0 0 70 65 0 179 184 39 88 124 0 143 0 241 0 0 63 11 62 23 0 26 0 0 0 36 104 37 39 66 25 36 115 16 0 46 83 94 24 21 87 29 7 67 31 80 0 229 0 71 0 0 293 9 84 754 10 156 0 0 27 511 494 104 169 49 0 313 41 0 83 802 219 116 15 97 0 234 30 256 247 0 0 0 435 221 52 61
"CHKCI002" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0
"Gordonibacter" 0 0 32 0 0 0 0 0 0 0 0 0 0 0 0 0 21 7 0 19 0 0 0 35 17 79 0 0 0 0 9 0 0 23 0 0 5 0 0 0 0 0 0 0 0 0 0 63 0 0 0 0 12 0 0 0 7 0 0 99 0 0 0 0 19 0 0 0 0 61 0 0 0 0 0 0 0 0 14 0 0 0 0 0 9 0 0 0 0
"Collinsella" 1082 215 1199 379 454 57 657 1289 1204 967 388 856 1151 228 814 851 610 507 158 243 417 367 317 502 306 4854 2483 1156 914 698 219 530 645 494 0 1025 464 643 857 267 1218 1215 395 100 460 269 1731 0 1605 539 264 261 4043 288 43 2149 271 1938 577 614 462 129 467 371 782 411 2973 269 1222 1054 0 555 531 1369 0 188 0 341 891 384 372 474 1729 138 1423 174 1044 1571 41
"Parolsenella" 0 0 0 354 0 0 246 1147 0 0 0 0 279 0 2285 0 0 0 2 0 55 0 0 0 0 0 0 0 273 0 0 0 0 0 18 0 293 282 88 0 532 0 226 28 150 249 0 0 827 0 307 55 0 0 14 349 0 16 622 0 0 0 2205 0 28 0 0 0 52 137 0 0 752 81 0 22 0 0 0 0 0 0 0 0 0 0 204 0 0
"Lancefieldella" 0 0 7 4 0 0 0 0 3 8 0 0 0 4 0 0 0 6 0 0 0 3 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 17 0 0 0 0 0 9 0 0 0 0 0 9 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 14 0 0 0 0 2 8 3 0 0 0
"Olsenella" 5 149 0 0 0 0 386 0 928 0 149 0 0 0 0 0 1655 724 166 0 0 0 2655 0 407 1094 0 56 0 0 5446 0 221 0 0 0 0 0 0 333 5388 0 200 361 171 0 14 0 0 0 0 0 0 59 664 17 0 6641 1527 7 572 1402 0 0 575 0 3255 51 7 14 250 0 0 3423 0 0 190 0 33 3104 5 455 39 0 0 502 0 5635 4999
"Coriobacteriaceae_UCG-003" 0 0 0 0 0 0 0 0 0 0 109 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 180 0 0 0 0 0 0 0 0 0 0 0 0 42 0 0 0 0 0 0 0 0 0
"Coriobacteriaceae_UCG-002" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tractidigestivibacter" 0 0 0 9 0 0 0 186 0 0 0 0 149 0 0 0 0 0 63 0 0 0 41 55 0 774 0 121 15 25 0 0 0 0 0 108 61 103 0 17 0 32 0 0 0 0 237 0 0 0 0 0 0 0 0 0 0 170 94 0 0 189 0 0 0 0 0 182 0 0 0 0 40 0 0 0 0 0 370 0 0 0 113 0 16 52 0 146 581
"Parvimonas" 0 0 0 0 0 0 0 0 174 0 0 0 0 0 0 0 0 26 0 0 18 0 0 40 0 0 0 42 0 438 3280 117 0 2 0 0 0 0 9 0 0 0 0 0 0 0 550 0 0 0 0 0 516 17 0 778 135 121 0 307 0 0 0 0 18 0 7 62 38 551 0 0 0 0 0 0 0 0 154 34 3 0 0 0 0 0 0 0 6
"Finegoldia" 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Murdochiella" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
