feature	Methanobrevibacter	Akkermansia	Sphingobium	Pseudomonas	Desulfovibrio	Mailhella	Bilophila	Acinetobacter	Morganella	Escherichia.Shigella	Klebsiella	Aeromonas	Haemophilus	Comamonas	Oxalobacter	Sutterella	Succinivibrio	Campylobacter	Victivallis	Fusobacterium	Solobacterium	Holdemania	Coprobacillus	Massiliomicrobiota	Thomasclavelia	Erysipelotrichaceae_UCG.003	Catenibacterium	Dielma	Merdibacter	Faecalitalea	X.Clostridium._innocuum_group	Holdemanella	UCG.004	Asteroleplasma	Anaeroplasma	Weissella	Leuconostoc	Parageobacillus	Turicibacter	Staphylococcus	Granulicatella	Enterococcus	Ligilactobacillus	Lacticaseibacillus	Lactobacillus	Limosilactobacillus	Lactococcus	Streptococcus	Rikenellaceae_RC9_gut_group	Alistipes	Bacteroides	Massiliprevotella	Prevotellaceae_NK3B31_group	Leyella	Hoylesella	Prevotella	Segatella	Paraprevotella	Alloprevotella	Parabacteroides	Porphyromonas	CAG.873	Gabonibacter	Butyricimonas	Odoribacter	Barnesiella	Coprobacter	Zag_111	CAG.196	Corynebacterium	Schaalia	Bifidobacterium	Actinomyces	Rothia	Eggerthella	Raoultibacter	Gordonibacter	Slackia	Senegalimassilia	Adlercreutzia	Tractidigestivibacter	Collinsella	Parolsenella	Olsenella	Lancefieldella	Thermus	Phascolarctobacterium	Acidaminococcus	Veillonella	Dialister	Allisonella	Megasphaera	Mitsuokella	Megamonas	Cloacibacillus	Gemella	Eubacterium	Peptococcus	Christensenellaceae_R.7_group	Clostridium	Family_XIII_AD3011_group	Mogibacterium	Family_XIII_UCG.001	X.Eubacterium._brachy_group	Peptostreptococcus	Intestinibacter	Romboutsia	Terrisporobacter	Peptoniphilus	Murdochiella	Finegoldia	Parvimonas	Fenollaria	Ezakiella	Anaerococcus	Lachnospiraceae_UCG.010	Defluviitaleaceae_UCG.011	Ruminiclostridium	Monoglobus	Agathobaculum	UCG.008	UCG.009	Flavonifractor	Intestinimonas	NK4A214_group	Colidextribacter	UCG.002	UCG.003	Oscillibacter	Oscillospira	UCG.005	X.Eubacterium._siraeum_group	Ruminococcus	Paludicola	Negativibacillus	Anaerotruncus	Angelakisella	Hydrogenoanaerobacterium	Phocea	Candidatus_Soleaferrea	CAG.352	Acutalibacter	DTU089	Fournierella	Gemmiger	Faecalibacterium	Ruthenibacterium	Eisenbergiella	Dorea	X.Ruminococcus._gnavus_group	Howardella	Butyribacter	Agathobacter	Roseburia	Catenibacillus	GCA.900066575	Moryella	Anaerostipes	X.Eubacterium._ruminantium_group	Anaerobutyricum	X.Eubacterium._xylanophilum_group	X.Eubacterium._eligens_group	Lachnospira	Lachnospiraceae_ND3007_group	X.Eubacterium._ventriosum_group	Lachnospiraceae_UCG.008	Lachnospiraceae_NK4A136_group	Oribacterium	Lachnospiraceae_UCG.004	Lachnospiraceae_FCS020_group	Butyrivibrio	Lachnoclostridium	Faecalimonas	Enterocloster	Hungatella	Sellimonas	Extibacter	X.Ruminococcus._gauvreauii_group	Blautia	CAG.56	Fusicatenibacter	Coprococcus	Tyzzerella	Faecalicatena	Mediterraneibacter
ERR3929064	4	16	0	40	561	0	566	0	12	21179	99	18	22	11	0	2095	0	3	4	15326	499	0	8	0	71	15	0	0	0	95	46	0	0	0	0	0	0	0	18	0	20	0	0	0	0	0	0	56	106	381	7731	6464	0	4174	21	426	188	0	0	379	12449	6	0	177	1251	21	8	0	0	0	0	59	0	0	9	0	0	27	35	0	0	622	0	0	0	0	0	8	0	1668	0	7	0	0	0	947	4	70	316	208	891	94	105	0	4731	0	23	0	1638	20	10	3892	54	320	2107	0	0	0	12	74	0	14	7	13	48	87	3360	347	352	8	433	8	21	0	0	124	0	0	0	0	82	29	0	0	49	460	216	29	55	16	9	0	73	181	0	0	0	29	0	12	0	0	10	8	0	0	686	0	0	0	0	778	0	243	340	0	24	0	121	0	22	26	7906	41	1865
ERR3929065	4	23	0	50	660	0	553	10	0	18172	107	29	11	8	0	2504	18	6	0	16049	410	3	0	0	104	16	0	0	0	100	81	0	0	0	0	0	0	0	14	0	28	0	0	0	0	0	0	133	139	488	13846	13140	0	9991	18	1057	224	11	5	455	13449	7	0	225	1529	12	19	0	0	0	0	68	0	0	17	0	0	22	50	0	0	843	0	0	0	0	12	13	0	1595	0	0	0	5	0	1146	0	85	367	312	1250	101	156	0	2984	0	10	0	1137	29	7	3106	73	450	2076	0	0	0	12	57	0	12	9	37	31	85	6519	705	470	50	526	0	29	0	0	125	0	0	0	0	80	53	0	0	63	546	282	24	59	16	6	0	102	644	0	0	20	41	0	0	0	0	0	11	0	0	3221	0	0	0	0	700	0	292	401	0	42	0	182	0	28	28	8769	48	2510
ERR3929066	577	19	0	53	888	4	1021	0	11	2369	923	23	18	10	93	1554	20	23	40	17645	295	0	10	0	0	143	60	0	0	0	0	758	75	0	16	0	0	0	289	0	0	26	0	0	33	40	8	109	2201	359	19355	477	0	6737	0	10	746	0	4	1414	364	0	17	257	634	97	0	324	0	0	0	91	0	0	0	0	0	15	180	24	4	537	0	0	0	0	395	0	0	159	0	0	0	0	35	1723	13	0	25285	228	1801	0	54	0	1341	437	193	256	42	0	10	6022	0	0	47	711	0	0	83	70	0	67	156	64	520	162	2453	295	47	0	1286	37	342	11	29	0	0	40	0	8	927	56	0	0	271	1398	99	0	439	0	53	0	261	156	0	12	19	261	22	386	0	608	85	56	14	0	463	0	31	75	502	318	121	102	49	0	0	241	1554	0	83	734	72	0	1092
ERR3929067	452	22	2	23	1455	0	1161	0	11	1996	999	18	22	16	102	1789	15	20	80	12449	218	6	0	0	0	117	53	0	0	0	0	1129	89	0	28	0	0	0	110	0	0	34	0	0	70	13	0	83	2138	391	17399	335	0	7043	0	31	1130	10	0	1844	326	9	30	258	631	179	7	419	0	0	0	100	0	0	0	0	6	7	111	14	0	345	0	0	0	0	260	0	7	113	0	0	0	6	121	796	9	0	32956	190	1846	0	61	0	890	319	109	147	35	0	16	3526	0	0	22	577	0	0	107	59	0	83	127	47	563	118	2469	277	79	0	1316	48	501	15	29	11	0	74	0	16	885	30	0	0	279	1409	78	0	411	18	33	0	315	80	0	27	0	304	0	393	9	758	74	43	32	17	399	0	44	115	846	328	79	156	50	0	0	215	1747	0	73	968	60	0	904
ERR3929068	0	33	0	41	135	0	144	0	13	3873	2261	35	70	17	0	1411	12011	0	9	37	0	7	0	0	7	37	186	0	0	0	0	560	132	0	0	0	0	0	360	0	0	34	0	0	0	0	0	601	936	172	912	42	6	3839	0	1391	60527	23	5	320	23	6	0	32	107	27	0	0	9	0	37	115	0	0	0	0	0	46	80	38	50	526	0	0	0	0	572	0	18	14	0	0	0	0	0	40	0	4	650	3250	28	15	13	9	151	361	750	0	6	0	3	69	6	0	0	227	0	0	0	167	0	22	12	18	9	44	1672	138	77	11	401	13	384	7	31	0	0	0	0	5	974	65	0	0	655	5251	40	0	984	16	9	0	4146	2699	0	0	0	63	34	270	0	276	139	74	45	54	1788	0	233	24	0	130	48	66	0	0	0	143	3044	28	121	1136	3	0	254
ERR3929069	0	10	0	24	163	0	92	0	0	1745	1359	25	53	7	0	1060	9600	4	13	26	0	5	0	0	0	22	85	0	0	0	0	252	112	0	0	0	0	0	285	0	0	0	0	0	0	4	0	415	623	114	580	17	0	1951	0	582	48857	18	0	186	12	0	0	39	64	17	0	0	0	0	16	35	0	0	0	0	0	12	28	14	14	199	0	0	0	0	360	0	11	20	0	0	0	0	0	13	0	0	411	2338	24	4	13	0	60	187	512	0	0	0	0	31	3	0	4	80	0	0	0	70	0	11	8	0	0	42	1136	114	46	9	313	0	235	12	38	0	0	0	0	0	559	57	0	0	363	2864	19	0	341	0	0	0	1928	1835	0	19	0	22	19	134	0	290	89	23	16	24	809	0	114	0	0	38	22	0	0	0	0	59	1241	11	31	738	0	0	91
ERR3929070	112	30	0	51	325	9	233	0	0	5889	3641	0	46	17	0	3460	12	0	218	427	0	11	0	0	57	161	740	3	0	0	0	1832	115	0	0	78	0	0	309	0	21	23	1854	0	17	244	0	683	6	551	2830	193	0	1378	0	82	9973	7	0	1051	160	0	50	113	73	46	0	0	8	10	29	74	0	0	27	0	0	336	151	103	57	1078	0	0	0	0	96	0	21	2676	178	0	0	0	24	28	7	42	8325	2334	408	1135	24	0	334	797	3220	55	3	0	0	299	4	0	0	335	24	0	318	314	0	240	93	750	1715	538	8638	137	21	0	1511	340	2744	135	998	0	0	27	11	19	227	90	8	0	645	14722	53	0	1079	88	24	18	1287	716	0	35	41	118	2056	1226	18	1104	635	243	118	22	232	5	292	40	902	774	42	77	44	0	0	19	4475	16	295	3112	0	0	681
ERR3929071	30	20	0	40	484	0	42	7	8	8222	21243	37	40	10	46	275	18	10	56	8	0	0	0	0	0	67	0	0	3	0	0	1704	0	0	0	620	0	0	0	0	18	283	0	0	0	0	394	709	12	1039	1557	0	0	1570	6	0	21908	62	0	2153	9	0	6	209	119	12	0	0	0	0	43	75	0	5	0	5	0	393	54	36	0	151	0	0	0	0	871	0	93	17	8	0	0	0	0	26	7	165	1041	37	23	12	94	9	0	180	17	0	0	0	0	8	0	0	0	76	0	0	24	161	0	0	15	113	137	163	4948	144	31	0	2273	33	697	0	162	0	0	9	0	0	85	28	0	0	394	9429	10	0	468	0	9	73	764	279	0	15	15	22	245	87	17	866	737	123	82	17	810	0	197	25	0	287	16	31	10	0	0	93	1203	52	64	820	22	0	907
ERR3929072	0	31	0	46	12	0	203	7	12	1146	353	18	18	10	0	2728	35242	0	7	3852	0	11	0	0	16	10	1110	0	0	0	0	689	0	0	0	0	0	0	14	0	0	12	0	0	0	0	0	295	0	73	7399	12	4	5415	0	0	47947	375	2	234	15	4	0	0	45	13	4	0	6	0	0	422	0	0	0	0	0	35	0	0	0	169	0	0	0	0	261	0	0	0	9	9	0	1020	0	0	6	0	80	25	0	0	0	0	0	0	95	0	0	0	0	0	0	0	2	28	0	0	0	97	0	0	27	0	0	14	81	9	6	0	22	0	10	0	13	0	0	0	0	0	71	16	0	0	68	2978	18	0	74	1181	0	0	377	23	0	0	0	38	0	76	0	548	5	11	0	0	42	0	56	0	0	366	13	52	0	0	0	642	1331	0	55	26	71	0	161
ERR3929073	0	15	0	20	12	0	10	0	0	514	60	22	17	10	0	1996	8	0	6	24	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	4	0	0	23	0	0	20	23	0	3	0	0	916	0	93	38358	9	0	0	0	2	168	0	0	2123	21	7	0	7	3	20	57	0	5	9	23	17374	7	0	9	0	0	0	610	0	0	1139	0	0	0	0	552	0	0	0	34	0	0	6	0	5	0	0	87	608	0	0	0	0	0	62	40	19	5	0	3	0	0	0	0	24	0	0	229	246	0	0	62	0	0	6	49	8	0	0	0	10	5	0	0	0	0	0	0	0	79	22	0	0	567	20871	0	0	516	1052	0	1845	390	5869	0	0	0	2290	0	282	0	5642	2642	953	198	0	37	0	596	0	0	451	0	206	0	47	0	0	1782	0	2035	429	874	0	12
ERR3929074	0	37	0	24	201	0	15	8	0	7617	66	13	10	9	0	720	0	0	7	12	0	0	0	0	7	8	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	20	0	0	0	0	15	40	22	154	2343	27	0	249	0	0	68326	173	0	557	17	4	0	10	19	12	0	0	4	0	24	302	0	0	0	0	0	27	0	46	17	737	0	4	0	0	0	0	0	1463	0	0	0	6	0	3	0	106	253	53	62	0	0	0	0	487	70	0	3	0	0	7	0	0	0	11	0	0	264	254	0	7	53	0	74	62	1664	85	66	47	787	0	1376	49	66	0	8	0	0	0	534	38	0	0	880	5379	13	0	543	40	17	78	8863	3130	0	0	0	89	15	210	0	146	593	132	18	67	606	0	56	15	0	235	0	38	0	64	16	143	2148	395	140	1081	0	0	528
ERR3929075	0	20	0	33	2	0	19	0	0	1288	2784	43	1642	5	0	203	3850	0	0	13	0	0	0	0	0	252	250	0	0	0	0	355	0	0	0	6	0	0	0	0	32	0	2380	0	753	1304	0	2277	9	96	590	27	0	3318	0	10	63542	8	3	101	31	2	0	0	6	14	0	0	6	8	39	137	16	6	0	0	0	15	0	0	0	327	0	0	0	6	179	0	23	0	0	0	0	63	0	16	0	0	75	25	0	0	0	0	0	16	14	0	0	3	6	0	0	0	0	42	0	0	0	83	0	0	10	0	9	0	126	23	0	0	23	14	24	0	0	0	0	0	0	0	94	0	0	0	629	2626	0	0	983	189	0	0	14220	3639	0	10	0	121	12	132	0	6127	1347	16	0	39	124	0	52	30	0	148	0	87	0	0	0	152	1817	0	53	549	0	0	58
ERR3929076	2	22	0	33	0	0	140	0	0	2784	294	16	19	11	0	1504	10	0	0	77	44	0	0	0	0	158	756	3	0	0	0	306	0	0	0	9	4	0	0	7	6	0	0	0	0	0	7	231	5	788	6876	22	0	10174	0	11	35945	117	0	690	15	4	0	247	173	11	0	3	0	4	19	205	0	11	0	0	0	64	215	132	45	341	0	0	0	0	133	0	10	17	0	0	0	14	0	0	0	47	405	461	149	111	43	0	0	0	21	0	0	0	0	0	8	0	0	271	0	0	70	493	0	43	53	0	12	151	2154	457	126	0	983	27	3049	0	183	0	7	0	17	0	84	30	0	0	2938	10203	18	0	994	14	10	1600	4538	1762	0	45	0	108	75	728	0	1611	1949	652	114	172	1370	0	453	126	0	821	72	106	11	0	26	565	4995	34	465	2539	24	0	293
ERR3929077	0	21	0	27	0	0	96	5	0	1553	193	0	24	11	0	1561	9	0	5	75	63	0	0	0	0	240	709	0	0	0	0	730	0	0	0	13	0	0	16	0	0	12	0	0	0	0	7	100	4	881	6274	16	0	4690	0	0	30275	113	0	525	18	0	0	241	227	8	0	0	0	0	0	119	0	0	0	7	0	21	93	58	11	164	0	0	0	0	351	0	5	0	7	0	0	5	0	0	0	44	592	608	172	93	20	0	6	0	15	0	6	0	0	0	6	0	0	235	0	0	56	339	0	30	31	0	0	128	2885	677	122	0	1496	26	3260	0	199	0	0	0	11	0	80	21	0	0	1686	10779	31	0	716	11	21	1502	4269	2201	0	52	0	81	80	552	0	1704	2534	820	107	196	1894	0	357	107	0	540	70	40	0	0	21	424	3367	28	419	2598	36	0	235
ERR3929078	0	29	0	49	11	0	12	24	0	18170	7675	155	79	20	0	4496	18	23	0	26	6	24	12	0	1357	20	0	0	0	0	219	0	0	0	0	8	0	19	1118	13	26	120	96	0	0	32	95	721	0	64	10117	17	0	13	9	16	200	0	0	103	27	0	0	5	5	10	0	0	8	0	53	3211	12	0	149	0	0	0	0	0	0	21	0	0	7	11	11	0	2518	0	0	39	0	0	0	29	3	0	146	4112	0	0	0	0	0	218	2649	442	0	0	14	0	0	9	0	61	0	0	0	0	0	0	420	0	9	39	126	0	0	0	40	0	59	0	0	0	0	0	0	0	110	11	0	410	82	208	86	0	21	9407	0	0	129	10656	0	0	0	77	11	0	24	20	18252	16	0	0	2262	0	0	0	0	462	1082	203	75	314	0	0	3522	0	3220	40	2841	0	1161
ERR3929079	0	0	0	13	0	0	0	0	0	305	371	0	0	0	0	291	1166	0	0	984	0	0	0	0	0	34	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	14	4039	0	0	0	0	0	14	0	0	355	0	0	0	3	0	0	0	0	0	0	3	111	0	0	0	0	0	0	15	0	0	49	0	0	3	0	121	19	0	0	0	113	0	714	0	0	0	0	10	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	119	0	0	0	13	0	0	233	208	0	0	0	5	0	0	0	0	0	0	10	0	0	0	0	0	0	12	0	0	0	0	0	0	141	0	0	0	16	0	15
ERR3929080	0	31	3	57	0	0	93	12	0	5980	5521	30	24	0	0	4637	26205	0	6	9186	4	0	126	0	0	714	309	0	0	0	24	15	0	0	5	14	0	0	12	0	0	185	0	0	0	0	11	890	0	333	45014	6	0	10	0	3	144	0	0	1612	27	5	0	5	11	20	6	0	8	11	73	561	27	0	32	0	0	0	785	0	0	1892	0	0	8	0	1185	334	7	0	137	2794	0	6133	0	13	0	0	132	62	9	0	0	0	0	13	318	0	5	0	10	0	6	0	0	21	0	0	21	255	0	0	221	0	10	97	95	0	0	44	30	6	29	0	54	0	0	0	0	0	98	38	0	0	77	869	0	0	1647	859	0	0	3371	4020	0	8	0	109	0	123	0	15	560	74	87	0	45	0	37	0	0	1586	464	47	10	0	406	112	9897	119	891	10	333	0	1837
ERR3929081	0	37	0	62	0	0	116	10	17	10658	10579	28	28	21	0	2484	9897	0	3	16336	6	0	170	0	0	808	483	0	0	10	35	13	0	0	0	17	0	0	0	0	20	240	0	0	0	0	20	1090	14	256	27616	12	4	0	0	0	176	10	0	859	18	4	0	0	10	9	0	0	0	0	106	746	41	0	25	0	0	0	917	0	0	4952	0	0	9	0	1051	98	9	0	235	1690	0	4835	0	11	0	0	169	49	0	5	0	0	0	32	695	0	0	0	5	0	0	0	0	19	0	0	16	179	0	0	369	0	0	113	120	0	0	35	30	12	26	0	56	16	0	0	0	0	113	79	0	0	95	1050	20	0	2619	838	0	0	3820	4216	0	0	0	100	0	159	0	0	327	91	104	0	63	0	29	0	0	2343	476	78	14	0	472	159	10415	81	876	24	352	0	2061
ERR3929082	0	24	0	25	0	0	384	0	0	1542	1086	14	63	9	0	2675	12	2	16	25	0	19	46	28	204	18	0	13	0	0	0	11	0	0	3	4	0	0	34	0	0	231	72	0	9	11	8	358	4	1523	7860	10	0	45	3	18	2599	7	6	2606	19	4	0	240	62	1828	0	819	0	0	13	15728	0	22	53	0	39	0	0	0	0	1149	0	0	0	0	192	316	10	4927	0	0	0	6	0	0	4	104	5052	74	53	0	53	7	8	85	55	13	7	0	0	0	6	0	0	0	178	0	124	249	0	76	138	97	236	299	2338	20	385	180	382	41	1238	24	122	0	24	0	0	0	1631	44	19	0	942	31275	33	24	494	88	20	0	1006	170	45	60	0	138	565	664	12	2600	406	262	0	60	1127	0	512	45	0	271	0	111	25	0	0	320	3694	0	200	590	207	0	519
ERR3929083	0	31	0	23	0	0	224	5	16	1172	724	14	98	0	0	4596	15	3	25	30	0	11	33	6	105	18	0	18	0	0	0	11	0	0	4	0	0	0	23	0	13	92	36	0	0	0	0	221	0	2077	8105	8	0	114	0	17	9212	0	0	2723	17	0	0	281	68	1674	0	1667	0	4	0	8708	0	17	42	0	13	0	0	0	0	593	0	0	0	0	140	267	11	2184	0	0	0	6	0	0	0	77	6310	142	51	0	24	0	0	72	44	26	0	0	7	0	5	0	0	14	86	0	234	145	0	84	91	74	367	291	2236	54	387	254	575	67	1049	22	103	0	0	0	0	0	861	16	0	0	724	44423	26	11	244	51	19	0	1037	308	15	88	0	101	585	635	0	1914	946	350	0	88	3001	0	740	30	0	358	0	99	18	0	0	195	2106	0	193	522	141	0	437
ERR3929084	0	31	0	25	86	25	42	0	0	1526	148	19	17	10	0	1314	8567	0	16	222	0	0	0	0	0	97	60	0	0	0	0	240	0	0	0	0	0	0	11	0	13	21	0	0	0	0	0	241	59	130	1727	31	0	4918	0	6	59578	147	3	369	14	0	0	30	49	8	0	0	2	9	0	161	0	0	0	0	0	0	62	7	0	394	15	0	0	0	30	0	0	15	0	0	0	323	0	0	0	16	265	165	33	0	25	0	0	71	286	31	4	0	0	0	0	0	0	237	0	0	31	497	0	0	21	0	0	36	1197	180	59	20	221	129	224	33	56	0	0	0	0	0	1494	31	0	0	512	3240	0	0	1192	29	9	289	3520	1801	0	28	0	143	1624	263	152	1693	1195	342	1415	79	668	0	146	42	0	508	83	244	0	0	0	275	3162	0	88	2029	0	0	217
ERR3929085	0	36	0	42	152	20	34	0	11	1173	125	19	42	10	8	1591	6452	0	174	244	0	9	13	0	0	568	102	0	0	0	0	560	0	0	3	0	0	0	86	0	0	19	0	0	0	0	0	92	258	184	1984	16	9	6071	0	19	64286	252	0	528	19	0	0	73	84	18	0	0	0	8	15	127	0	0	0	0	0	0	177	0	0	410	8	0	0	0	300	0	0	0	0	0	0	103	0	6	0	93	606	615	12	0	28	0	0	57	248	26	0	0	5	4	7	0	0	243	0	0	17	192	0	0	21	0	12	39	1895	270	99	44	501	149	234	65	54	0	0	0	0	0	601	24	0	0	233	4262	16	0	523	0	9	227	2421	2870	0	37	0	75	2101	195	120	678	851	368	1233	86	1019	0	249	33	0	492	44	198	0	0	0	151	1328	0	62	1927	0	0	172
ERR3928932	0	27	0	52	785	175	683	7	28	855	98	19	92	12	17	31	12	3	38	1188	5	33	0	0	0	476	6	0	0	0	6	799	0	0	0	0	0	0	15	0	27	0	1316	188	19	315	0	3976	0	5015	33344	9	0	0	0	17	168	409	0	846	35	5	0	353	130	636	99	0	0	0	47	104	0	0	39	0	0	95	208	67	0	1856	0	0	0	0	541	0	16	0	0	0	0	8	0	15	0	140	714	75	141	0	27	0	0	0	105	0	0	0	0	0	0	0	0	865	0	0	177	630	0	0	47	9	86	216	2062	338	164	51	432	12	25	44	282	0	27	0	27	11	3526	269	0	0	1492	10258	65	16	1744	24	0	0	8355	7117	0	88	82	570	10	1219	0	19	707	330	365	86	1226	16	380	50	0	984	70	1373	20	0	122	729	9789	1095	1708	1701	39	0	2063
